level,topic,subtopic,question label
4,ESRS 2,ESRS2.SBM-2,Description of any further steps that are being planned and in what timeline
4,ESRS 2,ESRS2.SBM-2,Amendments to strategy and (or) business model are likely to modify relationship with and views of stakeholders
3,ESRS 2,ESRS2.SBM-2,"Administrative, management and supervisory bodies are informed about views and interests of affected stakeholders with regard to sustainability-related impacts"
4,ESRS 2,ESRS2.SBM-2,"Description of how administrative, management and supervisory bodies are informed about views and interests of affected stakeholders with regard to sustainability-related impacts"
1,ESRS 2,ESRS2.SBM-1,Disclosure of information about key elements of general strategy that relate to or affect sustainability matters
2,ESRS 2,ESRS2.SBM-1,"Description of significant groups of products and (or) services offered, including changes in reporting period (new/removed products and/or services)"
2,ESRS 2,ESRS2.SBM-1,"Description of significant markets and (or) customer groups served, including changes in reporting period (new/removed markets and/or customer groups)"
2,ESRS 2,ESRS2.SBM-1,"Total number of employees (head count), at end of period"
2,ESRS 2,ESRS2.SBM-1,"Total number of employees (head count), during period"
2,ESRS 2,ESRS2.SBM-1,Number of employees (head count)
3,ESRS 2,ESRS2.SBM-1,"Number of employees (head count), at end of period"
3,ESRS 2,ESRS2.SBM-1,"Number of employees (head count), during period"
2,ESRS 2,ESRS2.SBM-1,Description of products and services that are banned in certain markets
2,ESRS 2,ESRS2.SBM-1,Total revenue
2,ESRS 2,ESRS2.SBM-1,Breakdown of revenue
3,ESRS 2,ESRS2.SBM-1,Total revenue
2,ESRS 2,ESRS2.SBM-1,List of additional significant ESRS sectors in which significant activities are developed or in which undertaking is or may be connected to material impacts other than disclosed under breakdown of revenue
2,ESRS 2,ESRS2.SBM-1,"Undertaking is active in fossil fuel (coal, oil and gas) sector"
3,ESRS 2,ESRS2.SBM-1,"Revenue from fossil fuel (coal, oil and gas) sector"
4,ESRS 2,ESRS2.SBM-1,Revenue from coal
4,ESRS 2,ESRS2.SBM-1,Revenue from oil
4,ESRS 2,ESRS2.SBM-1,Revenue from gas
4,ESRS 2,ESRS2.SBM-1,Revenue from Taxonomy-aligned economic activities related to fossil gas
2,ESRS 2,ESRS2.SBM-1,Undertaking is active in chemicals production
3,ESRS 2,ESRS2.SBM-1,Revenue from chemicals production
2,ESRS 2,ESRS2.SBM-1,Undertaking is active in controversial weapons
3,ESRS 2,ESRS2.SBM-1,Revenue from controversial weapons
2,ESRS 2,ESRS2.SBM-1,Undertaking is active in cultivation and production of tobacco
3,ESRS 2,ESRS2.SBM-1,Revenue from cultivation and production of tobacco
2,ESRS 2,ESRS2.SBM-1,"Description of sustainability-related goals in terms of significant groups of products and services, customer categories, geographical areas and relationships with stakeholders"
2,ESRS 2,ESRS2.SBM-1,"Disclosure of assessment of current significant products and (or) services, and significant markets and customer groups, in relation to sustainability-related goals"
2,ESRS 2,ESRS2.SBM-1,Disclosure of elements of strategy that relate to or impact sustainability matters
1,ESRS 2,ESRS2.SBM-1,List of ESRS sectors that are significant for undertaking when omitting breakdown of revenue by significant ESRS sector
1,ESRS 2,ESRS2.SBM-1,Description of business model and value chain
2,ESRS 2,ESRS2.SBM-1,"Description of inputs and approach to gathering, developing and securing inputs"
2,ESRS 2,ESRS2.SBM-1,"Description of outputs and outcomes in terms of current and expected benefits for customers, investors and other stakeholders"
2,ESRS 2,ESRS2.SBM-1,Description of main features of upstream and downstream value chain and undertaking's position in value chain
1,ESRS 2,ESRS2.SBM-3,"Disclosure of material impacts, risks and opportunities and how they interact with strategy and business model"
2,ESRS 2,ESRS2.SBM-3,"List of material impacts, risks and opportunities and their interaction with strategy and business model (ESRS 2)"
3,ESRS 2,ESRS2.SBM-3,"Name or identifier of impact, risk and opportunity"
3,ESRS 2,ESRS2.SBM-3,"Material impact, risk or opportunity"
3,ESRS 2,ESRS2.SBM-3,Type of ESRS topic
3,ESRS 2,ESRS2.SBM-3,Type of ESRS sub-topic
3,ESRS 2,ESRS2.SBM-3,Description of material impacts resulting from materiality assessment
4,ESRS 2,ESRS2.SBM-3,Disclosure of how material negative and positive impacts affect (or are likely to affect) people or environment
4,ESRS 2,ESRS2.SBM-3,Impacts originate from or are connected to strategy and business model
5,ESRS 2,ESRS2.SBM-3,Disclosure of how impacts originate from or are connected to strategy and business model
4,ESRS 2,ESRS2.SBM-3,Reasonably expected time horizons of material impacts
4,ESRS 2,ESRS2.SBM-3,Undertaking is involved with material impacts through its activities
4,ESRS 2,ESRS2.SBM-3,Undertaking is involved with material impacts because of its business relationships
4,ESRS 2,ESRS2.SBM-3,Description of nature of activities or business relationships through which undertaking is involved with material impacts
3,ESRS 2,ESRS2.SBM-3,Description of material risks and (or) opportunities resulting from materiality assessment
4,ESRS 2,ESRS2.SBM-3,"Disclosure of current financial effects of material risks and opportunities on financial position, financial performance and cash flows and material risks and opportunities for which there is significant risk of material adjustment within next annual reporting period to carrying amounts of assets and liabilities reported in related financial statements. Phase-in provisions in accordance with Appendix C of ESRS 1 might be applied."
4,ESRS 2,ESRS2.SBM-3,"Disclosure of anticipated financial effects of material risks and opportunities on financial position, financial performance and cash flows over short-, medium- and long-term. Phase-in provisions in accordance with Appendix C of ESRS 1 might be applied."
3,ESRS 2,ESRS2.SBM-3,"Disclosure of current and anticipated effects of material impacts, risks and opportunities on business model, value chain, strategy and decision-making, and how undertaking has responded or plans to respond to these effects"
3,ESRS 2,ESRS2.SBM-3,Information about resilience of strategy and business model regarding capacity to address material impacts and risks and to take advantage of material opportunities
3,ESRS 2,ESRS2.SBM-3,"Disclosure of changes to material impacts, risks and opportunities compared to previous reporting period"
3,ESRS 2,ESRS2.SBM-3,"ESRS Disclosure Requirements covering impacts, risks and opportunities"
3,ESRS 2,ESRS2.SBM-3,"Impacts, risks and opportunities are covered by entity-specific disclosures"
1,ESRS S4,S4.SBM-3,"Disclosure of material impacts, risks and opportunities and how they interact with strategy and business model"
2,ESRS S4,S4.SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model (S4)"
3,ESRS S4,S4.SBM-3,Description of material impacts resulting from materiality assessment
4,ESRS S4,S4.SBM-3,Actual and potential impacts on own workforce / value chain workers / affected communities / consumers and end-users originate from or are connected to strategy and business models
5,ESRS S4,S4.SBM-3,Disclosure of how actual and potential impacts on own workforce / value chain workers / affected communities / consumers and end-users originate from or are connected to strategy and business models
4,ESRS S4,S4.SBM-3,Actual and potential impacts on own workforce / value chain workers / affected communities / consumers and end-users inform and contribute to adapting strategy and business model
5,ESRS S4,S4.SBM-3,Disclosure of how actual and potential impacts on own workforce / value chain workers / affected communities / consumers and end-users inform and contribute to adapting strategy and business model
4,ESRS S4,S4.SBM-3,All people in own workforce / value chain workers / affected communities / consumers and end-users who could be materially impacted by undertaking are included in scope of disclosure under ESRS 2
5,ESRS S4,S4.SBM-3,Description of types of employees and non-employees in own workforce / value chain workers / affected communities / consumers and end-users subject to material impacts
6,ESRS S4,S4.SBM-3,Type of consumers and end-users subject to material impacts by own operations or through value chain
6,ESRS S4,S4.SBM-3,"Understanding of how consumers and end-users with particular characteristics, or those using particular products or services may be at greater risk of harm has been developed"
7,ESRS S4,S4.SBM-3,"Disclosure of how understanding of how consumers and end-users with particular characteristics, or those using particular products or services may be at greater risk of harm has been developed"
5,ESRS S4,S4.SBM-3,Material negative impacts occurrence (value chain workers / affected communities / consumers and end-users)
5,ESRS S4,S4.SBM-3,Description of activities that result in positive impacts and types of employees and non-employees in own workforce / value chain workers / affected communities / consumers and end-users that are positively affected or could be positively affected
5,ESRS S4,S4.SBM-3,Disclosure of specific countries or regions where positive impacts for own workforce / value chain workers / affected communities / consumers and end-users occur
6,ESRS S4,S4.SBM-3,Countries where positive impacts for own workforce / value chain workers / affected communities / consumers and end-users occur
3,ESRS S4,S4.SBM-3,Description of material risks and (or) opportunities resulting from materiality assessment
4,ESRS S4,S4.SBM-3,Disclosure of relationship between material risks and opportunities arising from impacts and dependencies on own workforce / value chain workers / affected communities / consumers and end-users and strategy and business model
5,ESRS S4,S4.SBM-3,Material risks and opportunities arising from impacts and dependencies on people in own workforce / value chain workers / affected communities / consumers and end-users relate to specific groups
1,ESRS S4,S4-5,"Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities (consumers and end-users)"
2,ESRS S4,S4-5,Disclosure of time-bound and outcome-oriented targets
3,ESRS S4,S4-5,Disclosure of process for setting time-bound and outcome-oriented targets
4,ESRS S4,S4-5,"Value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in setting targets"
5,ESRS S4,S4-5,"Disclosure of how value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in setting targets"
4,ESRS S4,S4-5,"Value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in tracking performance against targets"
5,ESRS S4,S4-5,"Disclosure of how value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in tracking performance against targets"
4,ESRS S4,S4-5,"Value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in identifying lessons or improvements as result of undertaking's performance"
5,ESRS S4,S4-5,"Disclosure of how value chain workers / affected communities / consumers and end-users, their legitimate representatives or credible proxies were engaged directly in identifying lessons or improvements as result of undertaking's performance"
1,ESRS S4,S4-5,"Minimum Disclosure Requirement - targets related to reducing negative impacts, advancing positive impacts and managing material risks and opportunities on consumers and end-users"
2,ESRS S4,S4-5,Disclosure of measurable outcome-oriented and time-bound target
3,ESRS S4,S4-5,Name or identifier of target
3,ESRS S4,S4-5,"Name or identifier of related impacts, risks and opportunities"
3,ESRS S4,S4-5,"Target relationship to impacts, risks and opportunities"
3,ESRS S4,S4-5,Name or identifier of related policy
3,ESRS S4,S4-5,Measurable target (absolute value)
3,ESRS S4,S4-5,Measurable target (percentage)
3,ESRS S4,S4-5,Absolute or relative target
3,ESRS S4,S4-5,ESRS metric(s) used for target
3,ESRS S4,S4-5,Description of scope of target
3,ESRS S4,S4-5,Baseline value of measurable target (absolute value)
3,ESRS S4,S4-5,Baseline value of measurable target (percentage)
3,ESRS S4,S4-5,Base year from which progress is measured
3,ESRS S4,S4-5,Period to which target applies
3,ESRS S4,S4-5,Indication of milestones or interim targets
3,ESRS S4,S4-5,Description of methodologies and significant assumptions used to define target
3,ESRS S4,S4-5,Stakeholders have been involved in target setting
4,ESRS S4,S4-5,Disclosure of how stakeholders have been involved in target setting
3,ESRS S4,S4-5,"Description of any changes in target and corresponding metrics or underlying measurement methodologies, significant assumptions, limitations, sources and adopted processes to collect data"
3,ESRS S4,S4-5,Description of performance against disclosed target
4,ESRS S4,S4-5,Measurable target current progress (absolute value)
4,ESRS S4,S4-5,Measurable target current progress (percentage)
4,ESRS S4,S4-5,Progress is in line with what had been initially planned
3,ESRS S4,S4-5,Disclosure of intended outcomes to be achieved in lives of people in own workforce / value chain workers / affected communities / consumers and end-users
3,ESRS S4,S4-5,Disclosure of stability of target over time in terms of definitions and methodologies to enable comparability
3,ESRS S4,S4-5,Disclosure of standards or commitments on which target is based
1,ESRS S4,S4-5,"Minimum Disclosure Requirement - targets related to reducing negative impacts, advancing positive impacts and managing material risks and opportunities on consumers and end-users - targets not adopted"
2,ESRS S4,S4-5,Measurable outcome-oriented targets have not been set
3,ESRS S4,S4-5,"Name or identifier of related impacts, risks and opportunities"
3,ESRS S4,S4-5,Measurable outcome-oriented targets will be set
4,ESRS S4,S4-5,Disclosure of timeframe for setting of measurable outcome-oriented targets
3,ESRS S4,S4-5,Description of reasons why there are no plans to set measurable outcome-oriented targets
3,ESRS S4,S4-5,"Effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity"
4,ESRS S4,S4-5,"Description of processes through which effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity"
4,ESRS S4,S4-5,Description of defined level of ambition to be achieved and of any qualitative or quantitative indicators used to evaluate progress
4,ESRS S4,S4-5,Base year from which progress is measured
4,ESRS S4,S4-5,Baseline value against which progress is considered (absolute value)
4,ESRS S4,S4-5,Baseline value against which progress is considered (percentage)
1,ESRS S4,S4-1,Policies related to consumers and end-users
2,ESRS S4,S4-1,"Disclosure of policies adopted to manage material impacts on own workforce / value chain workers / affected communities / consumers and end-users, as well as associated material risks and opportunities"
3,ESRS S4,S4-1,Description of relevant human rights policy commitments
4,ESRS S4,S4-1,"Description of processes and mechanisms to monitor compliance with UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work and OECD Guidelines for Multinational Enterprises"
4,ESRS S4,S4-1,"Disclosure of matters that are material in relation to, as well as general approach to respect for human rights of consumers and end-users"
4,ESRS S4,S4-1,"Disclosure of matters that are material in relation to, as well as general approach to engagement with people in own workforce / value chain workers / affected communities / consumers and end-users"
4,ESRS S4,S4-1,"Disclosure of matters that are material in relation to, as well as general approach to measures to provide and (or) enable remedy for human rights impacts"
3,ESRS S4,S4-1,Policies are aligned with relevant internationally recognised instruments
4,ESRS S4,S4-1,Description of how policies are aligned with relevant internationally recognised instruments
3,ESRS S4,S4-1,"Disclosure of extent to which cases of non-respect of UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises that involve consumers and end-users have been reported in downstream value chain"
4,ESRS S4,S4-1,"Disclosure of nature of cases of non-respect of UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises"
3,ESRS S4,S4-1,Disclosure of explanations for significant changes to policies adopted during reporting year
1,ESRS S4,S4-1,Minimum Disclosure Requirement - policies related to consumers and end-users
2,ESRS S4,S4-1,Name or identifier of policy
2,ESRS S4,S4-1,Sustainability matters addressed by policy for consumers and end-users
2,ESRS S4,S4-1,"Name or identifier of related impacts, risks and opportunities"
2,ESRS S4,S4-1,Description of key contents of policy
2,ESRS S4,S4-1,Description of scope of policy or of its exclusions
2,ESRS S4,S4-1,Description of most senior level in organisation that is accountable for implementation of policy
2,ESRS S4,S4-1,Disclosure of third-party standards or initiatives that are respected through implementation of policy
2,ESRS S4,S4-1,Description of consideration given to interests of key stakeholders in setting policy
2,ESRS S4,S4-1,Policy is made available to potentially affected stakeholders and stakeholders who need to help implement it
3,ESRS S4,S4-1,Explanation of how policy is made available to potentially affected stakeholders and stakeholders who need to help implement it
2,ESRS S4,S4-1,Disclosure of aspects of policy that satisfy requirements of disclosure of policies related to own workforce / value chain workers / affected communities / consumers and end-users
2,ESRS S4,S4-1,Disclosure of communication tools and channels aimed at ensuring that policy is accessible and that different audiences understand its implications
1,ESRS S4,S4-2,Processes for engaging with consumers and end-users about impacts
2,ESRS S4,S4-2,Disclosure of general processes for engaging with people in own workforce / value chain workers / affected communities / consumers and end-users and their representatives about actual and potential impacts
3,ESRS S4,S4-2,Perspectives of own workforce / value chain workers / affected communities / consumers and end-users inform decisions or activities aimed at managing actual and potential impacts
4,ESRS S4,S4-2,Disclosure of how perspectives of own workforce / value chain workers / affected communities / consumers and end-users inform decisions or activities aimed at managing actual and potential impacts
3,ESRS S4,S4-2,Groups for which engagement occurs (consumers and end-users)
3,ESRS S4,S4-2,"Disclosure of stage(s) at which engagement occurs, type of engagement and frequency of engagement"
3,ESRS S4,S4-2,Disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertaking's approach
3,ESRS S4,S4-2,Disclosure of how effectiveness of engagement with own workforce / value chain workers / affected communities / consumers and end-users is assessed
3,ESRS S4,S4-2,Disclosure of steps taken to gain insight into perspectives of people in own workforce / value chain workers / consumers and end-users that may be particularly vulnerable to impacts and (or) marginalised
3,ESRS S4,S4-2,General process to engage with own workforce / value chain workers / affected communities / consumers and end-users has not been adopted
4,ESRS S4,S4-2,Disclosure of timeframe for adoption of general process to engage with own workforce / value chain workers / affected communities / consumers and end-users
1,ESRS S4,S4-3,Processes to remediate negative impacts and channels for consumers and end-users to raise concerns
2,ESRS S4,S4-3,"Disclosure of processes in place to provide for or cooperate in remediation of negative impacts on people in own workforce / value chain workers / affected communities / consumers and end-users that undertaking is connected with, as well as channels available to raise concerns and have them addressed"
3,ESRS S4,S4-3,Disclosure of general approach to and processes for providing or contributing to remedy where undertaking has caused or contributed to material negative impact on people in own workforce / value chain workers / affected communities / consumers and end-users
4,ESRS S4,S4-3,Undertaking assesses that remedy provided for material negative impact on people in own workforce / value chain workers / affected communities / consumers and end-users is effective
5,ESRS S4,S4-3,Disclosure of how undertaking assesses that remedy provided for material negative impact on people in own workforce / value chain workers / affected communities / consumers and end-users is effective
3,ESRS S4,S4-3,Disclosure of specific channels in place for own workforce / value chain workers / affected communities / consumers and end-users to raise concerns or needs directly with undertaking and have them addressed
4,ESRS S4,S4-3,Undertaking is relying solely on information provided by its business relationships about existence of channels to raise concerns or needs
4,ESRS S4,S4-3,Establishment of specific channels for own workforce / value chain workers / affected communities / consumers and end-users to raise concerns or needs
4,ESRS S4,S4-3,Accessibility of third party mechanisms for consumers and end-users
4,ESRS S4,S4-3,Affected communities / consumers and end-users that may be affected are able to access channels at level of undertaking they are affected by
5,ESRS S4,S4-3,Disclosure of how affected communities / consumers and end-users that may be affected are able to access channels at level of undertaking they are affected by
3,ESRS S4,S4-3,Disclosure of processes through which undertaking supports or requires availability of channels by its business relationships
3,ESRS S4,S4-3,"Disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured, including through involvement of stakeholders who are intended users"
3,ESRS S4,S4-3,Undertaking assesses that people in own workforce / value chain workers / affected communities / consumers and end-users are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed
4,ESRS S4,S4-3,Disclosure of how undertaking assesses that people in own workforce / value chain workers / affected communities / consumers and end-users are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed
4,ESRS S4,S4-3,Number of complaints received from consumers and end-users
3,ESRS S4,S4-3,Policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place
4,ESRS S4,S4-3,Grievances are treated confidentially and with respect to rights of privacy and data protection
4,ESRS S4,S4-3,Value chain workers / affected communities / consumers and end-users are allowed to use anonymously channels to raise concerns or needs
3,ESRS S4,S4-3,Channel for raising concerns for people in own workforce / value chain workers / affected communities / consumers and end-users has not been adopted
3,ESRS S4,S4-3,Availability of channel for raising concerns is not supported for people in own workforce / value chain workers / affected communities / consumers and end-users
3,ESRS S4,S4-3,Disclosure of timeframe for channel for raising concerns to be in place
1,ESRS S4,S4-4,"Taking action on material impacts on consumers and end-users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions"
2,ESRS S4,S4-4,"Disclosure of how action is taken to address material negative and positive impacts, and to manage material risks and pursue material opportunities related to own workforce / value chain workers / affected communities / consumers and end-users, and effectiveness of those actions"
3,ESRS S4,S4-4,Material impacts related to own workforce / value chain workers / affected communities / consumers and end-users
4,ESRS S4,S4-4,"Description of actions taken, planned or underway to prevent, mitigate or remediate material negative impacts on consumers and end-users"
5,ESRS S4,S4-4,Undertaking seeks to use leverage in business relationships to manage material negative impacts affecting own workforce / value chain workers / affected communities / consumers and end-users
6,ESRS S4,S4-4,Disclosure of how undertaking seeks to use leverage in business relationships to manage material negative impacts affecting own workforce / value chain workers / affected communities / consumers and end-users
5,ESRS S4,S4-4,Disclosure of how participation in industry or multi-stakeholder initiative and undertaking's own involvement is aiming to address material impacts
4,ESRS S4,S4-4,Description of additional actions or initiatives with primary purpose of positively contributing to improved social outcomes for consumers and end-users
5,ESRS S4,S4-4,Value chain workers / affected communities / consumers and end-users and legitimate representatives or their credible proxies play role in decisions regarding design and implementation of programmes or processes
6,ESRS S4,S4-4,Disclosure of how value chain workers / affected communities / consumers and end-users and legitimate representatives or their credible proxies play role in decisions regarding design and implementation of programmes or processes
5,ESRS S4,S4-4,Disclosure of intended or achieved positive outcomes of programmes or processes for people in own workforce / value chain workers / affected communities / consumers and end-users
5,ESRS S4,S4-4,Sustainable Development Goals which initiatives or processes whose primary aim is to deliver positive impacts for people in own workforce / value chain workers / affected communities / consumers and end-users are designed to support achievement of
4,ESRS S4,S4-4,Description of how effectiveness of actions and initiatives in delivering outcomes for own workforce / value chain workers / affected communities / consumers and end-users is tracked and assessed
4,ESRS S4,S4-4,Description of processes through which undertaking identifies what action is needed and appropriate in response to particular actual or potential negative impact on own workforce / value chain workers / affected communities / consumers and end-users
4,ESRS S4,S4-4,Description of approach to taking action in relation to specific material negative impacts on value chain workers / affected communities / consumers and end-users
5,ESRS S4,S4-4,Wider industry or collaborative action with other relevant parties will be required
4,ESRS S4,S4-4,Description of how it is ensured that processes to provide or enable remedy in event of material negative impacts on value chain workers / affected communities / consumers and end-users are available and effective in their implementation and outcomes
4,ESRS S4,S4-4,Action is taken to avoid causing or contributing to material negative impacts on value chain workers / affected communities / consumers and end-users through own practices
5,ESRS S4,S4-4,Disclosure of how action is taken to avoid causing or contributing to material negative impacts on value chain workers / affected communities / consumers and end-users through own practices
4,ESRS S4,S4-4,Disclosure of resources allocated to management of material impacts
5,ESRS S4,S4-4,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts
4,ESRS S4,S4-4,Disclosure of general and specific approaches to addressing material negative impacts
4,ESRS S4,S4-4,Disclosure of initiatives aimed at contributing to additional material positive impacts
4,ESRS S4,S4-4,Disclosure of how far undertaking has progressed in efforts during reporting period
4,ESRS S4,S4-4,Disclosure of aims for continued improvement
3,ESRS S4,S4-4,Material risks and opportunities related to own workforce / value chain workers / affected communities / consumers and end-users
4,ESRS S4,S4-4,Description of what action is planned or underway to mitigate material risks arising from impacts and dependencies on own workforce / value chain workers / affected communities / consumers and end-users and how effectiveness is tracked
4,ESRS S4,S4-4,Description of what action is planned or underway to pursue material opportunities in relation to own workforce / value chain workers / affected communities / consumers and end-users
3,ESRS S4,S4-4,Severe human rights issues and incidents connected to upstream and downstream value chain / affected communities / consumers and end-users have been reported
4,ESRS S4,S4-4,Disclosure of severe human rights issues and incidents connected to upstream and downstream value chain / affected communities / consumers and end-users that have been reported
1,ESRS S4,S4-4,"Minimum Disclosure Requirement - action plans to manage material impacts, risks and opportunities related to consumers and end-users"
2,ESRS S4,S4-4,Name or identifier of action (plan)
2,ESRS S4,S4-4,"Name or identifier of related impacts, risks and opportunities"
2,ESRS S4,S4-4,Name or identifier of related policy
2,ESRS S4,S4-4,Disclosure of key action
3,ESRS S4,S4-4,Status of key action
3,ESRS S4,S4-4,Time horizon under which key action is to be completed
3,ESRS S4,S4-4,Year when key action is to be completed
2,ESRS S4,S4-4,Disclosure of expected outcomes of key action and how its implementation contributes to achievement of policy objectives and targets
2,ESRS S4,S4-4,Description of scope of key action
2,ESRS S4,S4-4,Key action is taken to provide for and cooperate in or support provision of remedy for those harmed by actual material impacts
3,ESRS S4,S4-4,Action to provide or enable remedy in relation to actual material impact on own workforce / value chain workers / affected communities / consumers and end-users has been taken
4,ESRS S4,S4-4,Disclosure of how action to provide or enable remedy in relation to actual material impact on own workforce / value chain workers / affected communities / consumers and end-users has been taken
2,ESRS S4,S4-4,Disclosure of quantitative and qualitative information regarding progress of actions or action plans disclosed in prior periods
1,ESRS S4,S4-4,"Minimum Disclosure Requirement - resources to manage material impacts, risks and opportunities related to consumers and end-users"
2,ESRS S4,S4-4,Disclosure of significant operational expenditures (Opex) and (or) capital expenditures (Capex) required for implementation of action plan
3,ESRS S4,S4-4,Name or identifier of action (plan)
3,ESRS S4,S4-4,Description of type of current and future financial and other resources allocated to action plan
3,ESRS S4,S4-4,Ability to implement action or action plan depends on specific preconditions
3,ESRS S4,S4-4,Explanation of how current financial resources relate to most relevant amounts presented in financial statements
1,ESRS S4,S4-4,"Minimum Disclosure Requirement - resources to manage material impacts, risks and opportunities related to consumers and end-users - detailed"
2,ESRS S4,S4-4,Financial resources allocated to action plan (OpEx)
2,ESRS S4,S4-4,Financial resources allocated to action plan (CapEx)
1,ESRS E4,E4.SBM-3,Description of material impacts resulting from materiality assessment
2,ESRS E4,E4.SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model (E4)"
3,ESRS E4,E4.SBM-3,Disclosure of list of material sites in own operations based on results of identification and assessment of actual and potential impacts on biodiversity and ecosystems
3,ESRS E4,E4.SBM-3,Disclosure of activities negatively affecting biodiversity sensitive areas
3,ESRS E4,E4.SBM-3,Disclosure of biodiversity-sensitive areas impacted
3,ESRS E4,E4.SBM-3,"Material negative impacts with regards to land degradation, desertification or soil sealing have been identified"
3,ESRS E4,E4.SBM-3,Own operations affect threatened species
2,ESRS E4,E4.SBM-3,"Material impacts, risks and opportunities and their interaction with strategy and business model - breakdown of sites"
3,ESRS E4,E4.SBM-3,Disclosure of list of material sites in own operations based on results of identification and assessment of actual and potential impacts on biodiversity and ecosystems
1,ESRS E4,E4.IRO-1,Actual and potential impacts on biodiversity and ecosystems at own site locations and in upstream and downstream value chain have been identified and assessed
2,ESRS E4,E4.IRO-1,Disclosure of how actual and potential impacts on biodiversity and ecosystems at own site locations and in upstream and downstream value chain have been identified and assessed
1,ESRS E4,E4.IRO-1,Dependencies on biodiversity and ecosystems and their services have been identified and assessed at own site locations and in upstream and downstream value chain
2,ESRS E4,E4.IRO-1,Disclosure of how dependencies on biodiversity and ecosystems and their services have been identified and assessed at own site locations and in upstream and downstream value chain
2,ESRS E4,E4.IRO-1,Assessment includes ecosystem services that are disrupted or likely to be disrupted
1,ESRS E4,E4.IRO-1,Transition and physical risks and opportunities related to biodiversity and ecosystems have been identified and assessed
2,ESRS E4,E4.IRO-1,Disclosure of how transition and physical risks and opportunities related to biodiversity and ecosystems have been identified and assessed
1,ESRS E4,E4.IRO-1,Systemic risks have been considered (biodiversity and ecosystems)
2,ESRS E4,E4.IRO-1,Disclosure of how systemic risks have been considered (biodiversity and ecosystems)
1,ESRS E4,E4.IRO-1,Consultations with affected communities on sustainability assessments of shared biological resources and ecosystems have been conducted
2,ESRS E4,E4.IRO-1,Disclosure of how consultations with affected communities on sustainability assessments of shared biological resources and ecosystems have been conducted
2,ESRS E4,E4.IRO-1,"Site, raw material production or sourcing is likely to negatively impact biodiversity and ecosystems"
3,ESRS E4,E4.IRO-1,"Disclosure of specific sites, raw materials production or sourcing with negative or potential negative impacts on affected communities"
2,ESRS E4,E4.IRO-1,Disclosure of how affected communities were involved in materiality assessment
2,ESRS E4,E4.IRO-1,Disclosure of how negative impacts on ecosystem services of relevance to affected communities may be avoided
2,ESRS E4,E4.IRO-1,Negative impacts on ecosystem services of relevance to affected communities are unavoidable
3,ESRS E4,E4.IRO-1,Disclosure of plans to minimise unavoidable negative impacts and implement mitigation measures that aim to maintain value and functionality of priority services
1,ESRS E4,E4.IRO-1,"Biodiversity and ecosystems scenario analysis has been used to inform identification and assessment of material risks and opportunities over short, medium and long-term time horizons"
2,ESRS E4,E4.IRO-1,"Disclosure of how biodiversity and ecosystems scenario analysis has been used to inform identification and assessment of material risks and opportunities over short, medium and long-term time horizons"
3,ESRS E4,E4.IRO-1,Disclosure of why considered scenarios were selected (biodiversity and ecosystems)
3,ESRS E4,E4.IRO-1,Disclosure of how considered scenarios are updated according to evolving conditions and emerging trends (biodiversity and ecosystems)
3,ESRS E4,E4.IRO-1,Scenarios are informed by expectations published by authoritative intergovernmental bodies and by scientific consensus
1,ESRS E4,E4.IRO-1,Undertaking has sites located in or near biodiversity-sensitive areas
1,ESRS E4,E4.IRO-1,Activities related to sites located in or near biodiversity-sensitive areas negatively affect these areas by leading to deterioration of natural habitats and habitats of species and to disturbance of species for which protected area has been designated
1,ESRS E4,E4.IRO-1,It has been concluded that it is necessary to implement biodiversity mitigation measures
1,ESRS E4,E4-1,Information about resilience of strategy and business model regarding capacity to address material impacts and risks and to take advantage of material opportunities
2,ESRS E4,E4-1,"Disclosure of resilience of current business model and strategy to biodiversity and ecosystems-related physical, transition and systemic risks"
2,ESRS E4,E4-1,Disclosure of scope of resilience analysis in relation to own operations and upstream and downstream value chain and in relation to risks considered in that analysis
